seq_id,seq_type,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100,R_101,R_102,R_103,R_104,R_105,R_106,R_107,R_108,R_109,R_110,R_111,R_112,R_113,R_114,R_115,R_116,R_117,R_118,R_119,R_120,R_121,R_122,R_123,R_124,R_125,R_126,R_127,R_128,R_129,R_130,R_131,R_132,R_133,R_134,R_135,R_136,R_137,R_138,R_139,R_140,R_141,R_142,R_143,R_144,R_145,R_146,R_147,R_148,R_149,R_150,R_151,R_152,R_153,R_154,R_155,R_156,R_157,R_158,R_159,R_160,R_161,R_162,R_163,R_164,R_165,R_166,R_167,R_168,R_169,R_170,R_171,R_172,R_173,R_174,R_175,R_176,R_177,R_178,R_179,R_180,R_181
seq4_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2168,-0.1625,,-0.0189,-0.3466,,,,,,,,,,,,,,,,,,,-0.0117,,-0.0025,,,,,-0.0753,-0.0018,-0.0002,-0.0,-0.0215,-0.0,-0.6186,,,,,,,,,,,,-0.0019,-0.0,-0.7516,-0.0,-0.3533,,,,-0.0938,0.0928,-0.2438,-0.0002,,,-0.0409,-0.001,-0.259,-0.0113,-0.0274,,,,,,,,,,,,,,,,,-0.2152,-0.0032,-0.0088,,,,,,,,,,,,,,,,-0.0,-0.0006,,,,-0.0938,,,-0.0585,-0.0004,,,,,,,,,,,,,
seq5_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,-0.0003,,,,,,-0.0172,-0.8788,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0827,0.8789,0.9025,,-0.2075,,,,,,,,,,,,-0.0689,-0.1097,-0.7363,-0.0002,-0.0005,,,,,,,,,,0.3559,,-0.1739,-0.6858,-0.623,,,,,,,,,,,,,,,,,0.0059,-0.7014,-0.327,,,,,,,,,,,,,,,,,-0.0025,,,-0.003,0.0534,,,-0.1181,,,,-0.0002,,,,,,,,,,
seq6_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0252,,,-0.0006,,,-0.0004,,,0.5895,0.2191,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,-0.0,0.0001,,,,,-0.0,,-0.0,,,,,,,,,,-0.0207,-0.0032,,,-0.1625,,-0.0,,-0.0002,0.1159,-0.0032,-0.1654,-0.136,-0.136,-0.1781,,0.6302,0.2219,0.5977,,,,,,,,,,,,,,,-0.001,-0.0,0.8105,0.0,,,,,,,,,,,,,,,,,-0.0019,,,,,,,,0.0036,-0.0141,,,-0.0025,,,,,,,,,,
seq7_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0019,-0.001,0.0004,-0.2718,,,0.1752,,,0.7653,,,,,,,,,,,,,,,,,,,,,0.7293,,-0.0066,,,,,,-0.0005,0.0812,-0.012,,-0.0025,,,-0.01,,-0.1502,,,,,,,,,,-0.5814,-0.1702,-0.0609,,-0.2563,,,,,-0.0479,,-0.0002,,,-0.0244,,0.7666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2256,,,,,,,,,,,,,,
pair_0052_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2756,,,0.1314,,,0.9025,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,0.0088,,,,,,,,,,,,0.0,,0.8789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,0.2025,,,,,,,,,,,,,,,,,
pair_0091_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.782,0.3711,0.9204,0.3206,,,0.4812,,,0.9025,0.04,,0.033,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,-0.0039,-0.0006,-0.0,,,,,,,-0.2438,,-0.0,-0.0002,,,,,,,-0.2215,-0.0244,-0.0006,,,,,,,-0.0002,,,,,,,0.3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,-0.0069,,,-0.01,,,,,,,,,,,,,,,
pair_0246_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,-0.0019,,,,,,0.5419,0.4416,-0.01,,-0.0002,,,,,,,,,,,,,,,,,,,-0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0001,,,,,,,,,,,,0.0352,,0.5362,,,,,,,,,,,,,,,,,,,0.8672,,0.0,,,,,,,,,,,,,,,,,0.0625,,,0.4032,0.3164,,-0.0,0.3773,0.0002,,,,,,,,,,,,,
pair_0269_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0039,-0.0047,-0.3025,0.0287,,,-0.0172,,,-0.3675,-0.3888,,,,,,,,,,,,-0.0014,,,,,-0.0,-0.7656,-0.0863,0.0741,,,,,,,,,,,,,,,-0.1593,-0.7602,-0.4601,,-0.0,-0.0,,,,,,,-0.3094,-0.0047,0.8438,,,,,,,,,,,,,,0.2849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,
pair_0272_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0938,,-0.0,,,,,,,0.1665,0.233,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,0.0002,,,,,,,,,,,,,,-0.0756,-0.001,-0.1567,,-0.0459,,,,,-0.1109,,-0.1701,-0.16,-0.1225,-0.0656,,0.1222,-0.0019,-0.3664,,,,,,,,,,,,,,,-0.0,,0.5937,,,,,,,,,,,,,,,,,,,,,,,0.5671,,,0.1939,-0.0009,,,-0.0002,,,,,,,,,,
pair_0276_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0056,,,,,,-0.0,,,-0.0625,0.2386,,0.0863,0.0244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0019,-0.0006,-0.0411,,,,,,,,,,,,,,0.6514,-0.001,-0.2345,,,,,,,,,,,,,,,,,0.2037,,,,,,,,,,,,,,,,,,,,,,0.4225,0.4876,,,0.0983,-0.3164,,,-0.0479,,,,,,,,,,
pair_0288_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,,,,,,,,,-0.1031,0.6634,,0.0722,0.0791,,,,,,,,,,,,,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,0.4514,,-0.1016,,,,,,,,,,,,,,,,,0.432,,-0.0002,,,,,,,,,,,,,,,,,,,,,0.1624,,,0.6609,-0.0479,,,-0.0,,,,,,,,,,
pair_0351_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0032,,,-0.0112,,,-0.0032,,,-0.0756,0.1863,0.9264,0.0002,0.1058,,,,,,,,,,,,,,,,,,,-0.0025,,,,,,,,,,,,,-0.0014,,,,,,,,,,,,-0.0047,-0.0004,-0.0479,,,,,,,,,,,,-0.0,,0.0,-0.0006,-0.4307,,,,,,,,,,,,,,,,,-0.6243,,,,,,,,,,,,,,,,,,,,,,0.36,0.2864,,,0.4798,-0.0047,,,-0.0002,,,,,,,,,,
pair_0502_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0019,-0.4988,-0.0,-0.1077,-0.0375,-0.0002,,-0.0305,,,-0.1882,0.1994,,,-0.0006,,,,,,,,,,,,,,,,,-0.3442,,0.0359,,-0.0032,,,,,,,,,-0.0006,,-0.04,,,,,,,,,,,,-0.0722,-0.0014,-0.0326,,-0.0028,,,,,,,,,,0.0002,,0.5067,-0.0032,-0.3472,,,,,,,,,,,,,,,-0.0,,0.0594,,,,,,,,,,,,,,,,,,,,,,,0.001,,,0.2761,-0.0156,,,-0.1182,,,,,,,,,,
pair_0506_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2563,-0.6694,-0.0002,-0.4102,-0.2025,-0.0019,-0.0056,-0.1512,,,-0.3291,-0.0067,,,,,,,,,,,,,,,,,,,,-0.3052,,,,,,,,,-0.0306,-0.0047,,,-0.001,,-0.0189,,,,,,,,,,,,-0.0535,,-0.0,,-0.0662,,,,,-0.089,-0.0025,-0.0329,,,-0.2329,-0.0066,-0.5534,,-0.2116,,,,,,,,,,,,,,,-0.0039,,-0.1571,,,,-0.0004,,,,,,,,,,,,,,-0.0006,-0.0056,,,,-0.034,,,-0.0602,0.0059,,-0.0006,-0.1001,,,,,,,,,,
pair_0647_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0183,0.3057,,,0.7986,,,0.5024,0.3306,,,,,,,,,,,,,,,,,,,,0.9264,,,,,,,,,,,,,,,0.0056,,,,,,,,,,,,,,0.9264,,,,,,,,,,,,0.0244,,0.0827,,,,,,,,,,,,,,,,,,,0.3984,,,,,,,,,,,,,,,,,,,,,,,0.0938,,,0.0002,,,,,,,,,,,,,,
pair_0777_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0304,,-0.0479,-0.0002,,,-0.0425,,,0.4097,0.2822,,,0.0189,,,,,,,,,,,,,,,,,-0.2287,,0.0013,,,,,,,,,,,,,-0.0113,,,,,,,,,,,,,,-0.0039,,,,,,,,,,,,,,0.2889,,,,,,,,,,,,,,,,,,,0.9025,,,,,,,,,,,,,,,,,,,,,,0.0113,0.0056,,,0.9629,0.0002,,,,,,,,,,,,,
pair_0827_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0039,-0.0002,0.0621,0.0936,,,0.5393,,,0.8253,0.2197,,,,,,,,,,,,,,,,,,,,0.9938,,,,,,,,,,,,,,,,,-0.2691,,,,,,,,,,-0.5439,-0.2256,0.1797,,,,,,,,,,,,0.0,,0.3128,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,0.0564,,,,,,,,,,,,,,
pair_1824_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.3635,-0.0032,-0.2306,-0.4347,,-0.0002,0.0638,,,0.1005,0.1182,,,,,,,,,,,,,,,,,,,,0.4505,,,,,,,,,,,,,,,-0.0039,,-0.0452,,,,,,,,,,-0.6652,-0.2723,-0.0995,,,,,,,,,,,,,,0.2791,-0.0756,-0.2789,,,,,,,,,,,,,,,,,-0.0159,,,,,,,,,,,,,,,,,,,,,,0.0025,0.8789,,,0.0564,,,,-0.0,,,,,,,,,,
pair_1939_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006,,,,,,,,,,,,,,-0.0004,-0.5032,-0.0032,-0.1796,-0.1097,,-0.0,-0.0861,,-0.0,0.0116,0.2306,-0.0006,-0.1056,,,,,,,,,,,,,,,,,,-0.2084,,-0.0,,,,,,,,,,,,,-0.0002,,-0.0047,,,,,,,,,,-0.3094,-0.0189,-0.0844,,,,,,,,,,,,-0.0006,,0.4509,-0.0002,0.0073,,,,,,,,,,,,,,,-0.0004,,0.2166,-0.0,-0.0,,,,,,,,,,,,,,,,,,,-0.001,-0.1406,0.1567,-0.0352,-0.1225,0.0906,-0.0791,,,-0.0047,,,,,,,,,,
pair_0822_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1617,,-0.0306,-0.0506,,,-0.09,,,0.2584,0.1111,,,-0.0,,,,,,,,,,,,,,,,,-0.25,,,,,,,,,,0.0,,0.0,0.0002,,,,,,,,,,,,,,-0.0657,-0.0039,-0.0014,,-0.007,,,,,0.1719,-0.0006,-0.0176,-0.0066,-0.0077,-0.0102,,0.1996,,0.1461,,,,,,,,,,,,,,,-0.0004,,0.7793,,,,,,,,,,,,,,,,,,,0.0004,,,,0.186,,,0.2137,-0.0019,,,-0.0014,,,,,,,,,,
pair_0865_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0032,,,,,,-0.0002,,,-0.2131,0.3019,0.0006,,,,,,,,,,,,,,,,,,,,,-0.0006,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,,-0.208,,,,,,,,,,,,0.3235,,0.2133,,-0.1097,,,,,,,,,,,,,,,,,0.3108,,,,,,,,,,,,,,,,,,,,,,0.6704,0.1706,,,0.2531,-0.0756,,,-0.0506,,,,,,,,,,
pair_0867_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,0.8,0.0508,0.4312,,-0.0066,,,,,,,,,,,,,,,,,-0.0002,,-0.0019,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,-0.0047,,,,,,,,,,,,,,0.2131,,-0.0004,,,,,,,,,,,,,,,,,0.775,,,,,,,,,,,,,,,,,,,,,,0.0606,0.9751,,,0.8612,,,,,,,,,,,,,,
pair_1860_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027,-0.0088,0.0808,-0.1594,,,0.4988,,,0.8556,0.0225,,,,,,,,,,,,,,,,,,,,0.9812,,,,,,,,,,,,,,,,,-0.1997,,,,,,,,,,-0.8907,-0.3235,-0.055,,,,,,,,,,,,,,0.7764,,,,,,,,,,,,,,,,,,,0.6806,,,,,,,,,,,,,,,,,,,,,,,0.001,,,0.0002,,,,,,,,,,,,,,
pair_1965_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,-0.0244,-0.0,-0.0172,-0.0967,,,-0.0057,,,-0.1444,-0.0727,-0.1358,-0.0066,0.0498,,,,,,,,,,,,,,,,,,,0.0827,,0.0077,,,,,,,,,,,,,,,,,,,,,,,-0.0056,-0.0004,-0.0148,,0.0172,,,,,0.0,,,,,0.1937,,0.4448,,-0.0025,,,,,,,,,,,,,,,,,-0.0722,-0.0004,-0.0004,,,,,,,,,,,,,,,,,-0.0,,,-0.155,-0.2897,,,-0.3298,-0.0225,,,-0.0019,,,,,,,,,,
pair_0341_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1139,0.1242,-0.0004,-0.0873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,0.0004,,-0.1416,,-0.0957,,,,,,,,,,,,,,,,,0.2857,,0.5532,,,,,,,,,,,,,,,,,0.3306,,,0.101,0.5908,,,0.3935,-0.0066,,,,,,,,,,,,,
pair_0450_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.186,-0.5532,-0.0113,-0.5088,-0.393,-0.001,-0.0014,-0.0214,,,-0.391,-0.1781,,0.0144,0.0535,,,,,,,,,,,-0.0002,,,,,,0.3189,,0.0006,,,,,,,,,,,,,-0.0019,,-0.0032,,,,,,,,,,-0.0019,,-0.1966,,,,,,,,,,,,-0.0425,,-0.0004,,-0.0056,,,,,,,,,,,,,,,,,-0.443,,,,,,,,,,,,,,,,,,,,,,-0.3369,-0.0722,,-0.0,-0.2197,-0.0014,,,-0.0025,,,,,,,,,,
pair_0549_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0225,,-0.0,,,,-0.0,,,-0.1807,0.4995,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.0244,-0.0025,-0.3207,,,,,,,,,,,,0.0098,,0.534,-0.0066,-0.0719,,,,,,,,,,,,,,,,,0.6703,,,,,,,,,,,,,,,,,,,-0.0,,,0.3866,0.4855,,,0.6806,,,,,,,,,,,,,,
pair_0567_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0594,-0.5766,-0.01,-0.4748,-0.2345,-0.0032,-0.0006,-0.0547,,,-0.1959,0.0156,,,0.0,,,,,,,,,,,-0.0,,,,,,-0.0923,,0.0,,0.0002,,,,,-0.0039,0.0385,,,0.0535,,-0.0014,,-0.0189,,,,,,,,,,-0.2957,-0.0756,-0.1069,,-0.0019,,,,,-0.0262,-0.0066,-0.0225,-0.0,,0.0562,,-0.1107,-0.0127,-0.2163,,,,,,,,,,,,,,,,,-0.209,,,,,,,,,,,,,,,,,,,,,,,0.0032,,,-0.082,-0.0189,,,-0.0425,,,,,,,,,,
pair_0584_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0675,,,-0.0329,-0.03,,,0.2156,,,,,,,,,,,,,,,,,-0.2475,,0.162,,0.0189,,,,,,0.0,,,0.2025,,0.0974,,,,,,,,,,,,,,,,0.0756,,,,,0.0014,,,,,0.0977,,-0.0058,,,,,,,,,,,,,,,,,,,0.0042,,,,,,,,,,,,,,,,,,,0.0197,,,0.083,0.0569,,,,-0.0002,,,,,,,,,,,,,
pair_0602_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,-0.0,0.0264,0.0091,,,0.5393,,,0.9625,0.2957,,0.0002,,,,,,,,,,,,,,,,,,0.9567,,,,,,,,,,,,,,,,,-0.0756,,,,,,,,,,-0.1454,-0.0306,0.1484,,,,,,,,,,,,0.0025,,0.6894,,,,,,,,,,,,,,,,,,,0.0127,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,
pair_0684_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0216,,-0.0002,,,,,,,,,,,,-0.0002,-0.2168,,-0.0066,-0.0025,,,-0.0206,,,-0.2226,0.089,,-0.0006,,,,,,,,,,,,,,,,,,-0.2227,,-0.0006,,,,,,,,,,,,,-0.0141,,-0.0,,,,,,,,,,-0.0066,-0.001,-0.0016,,,,,,,,,,,,,,-0.1853,-0.0025,-0.4635,,,,,,,,,,,,,,,-0.0,,-0.1598,-0.0,,,,,,,,,,,,,,,,,,,,,0.015,0.0,-0.0019,-0.0047,-0.1186,-0.2496,,,-0.3268,,,,,,,,,,
pair_0736_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0087,,-0.0005,0.7465,,,0.7709,,,0.8157,0.0006,,,,,,,,,,,,,,,,,,,,0.969,,0.0479,,,,,,-0.0002,-0.0002,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,0.0425,,,,,0.9196,,-0.0019,,,,,,,,,,,,,,,,,0.0267,,,,,,,,,,,,,,,,,,-0.0,,,,0.7873,,,,,,,,,,,,,,,,,,
pair_0748_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0032,-0.6534,-0.0977,-0.4044,-0.0925,,,-0.1772,,,-0.6004,-0.0141,,,,,,,,,,,,,,,,,,,,0.7515,,,,,,,,,,,,,,,-0.0002,0.0,0.1749,-0.0,-0.0285,-0.0156,,,,,,,0.5213,0.1325,0.4441,,,,,,,,,,,,,,0.4064,0.0004,-0.0193,,,,,,,,,,,,,,,,,0.2449,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0077,,,,,,,,,,,,,,
pair_0765_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2197,-0.4873,-0.1525,-0.4947,-0.3016,,-0.0,-0.1371,,,-0.3172,-0.0025,,,,,,,,,,,,,,-0.01,,,,,,0.5802,,,,,,,,,,,,,,,,,-0.0244,,,-0.0025,,,,,,,-0.1677,-0.0032,0.4875,,,,,,,,,,,,,,0.7169,-0.0032,-0.2052,,,,,,,,,,,,,,,,,0.2009,,,,,,,,,,,,,,,,,,,,,,,0.0039,,,-0.1426,-0.1502,,,-0.0722,,,,,,,,,,
pair_0776_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,-0.2804,,-0.0225,-0.0,,,-0.2025,,,0.1952,-0.035,,0.0,-0.0019,,,,,,,,,,,,,,,,,-0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2256,-0.0066,-0.0004,,,,,,,,,,,,,,0.0891,-0.0,-0.1172,,,,,,,,,,,,,,,-0.0594,,0.3635,,,,,,,,,,,,,,,,,,,,,,0.0141,0.2875,,,0.2906,-0.1753,,,-0.012,,,,,,,,,,
pair_0782_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0375,,,-0.0077,,,-0.136,,,0.0,0.2641,,,-0.0006,,,,,,,,,,,,,,,,,-0.5077,,-0.0004,,,,,,,-0.0141,-0.0033,,,,,-0.0,,,,,,,,,,,,-0.0452,-0.0,-0.0425,,-0.2139,,,,-0.0172,-0.1747,-0.4713,-0.136,,,-0.5076,,-0.0287,-0.0039,-0.4008,,,,,,,,,,,,,,,,,0.2654,-0.0002,,,-0.0032,,,-0.0,,,,,,,,,,,,-0.09,,,-0.0002,0.5434,,,-0.0664,-0.1406,,,-0.0066,,,,,,,,,,
pair_0811_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101,-0.0002,-0.0077,-0.0127,,,-0.0755,,,0.133,0.1282,,0.0009,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.0077,-0.0323,-0.01,,,,,,,,,,,,,,,,,-0.2316,-0.0244,-0.0452,,,,,,-0.0062,-0.0076,-0.0002,,,,,,-0.0421,-0.0329,-0.2285,,,,,,,,,,,,,,,-0.0,,0.5449,-0.0002,,,,,,,,,,,,,,,,,-0.008,-0.0002,,,-0.0109,0.2133,,,0.3748,-0.0002,,,-0.0,,,,,,,,,,
pair_0868_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0077,,,,,,,,,,,,,,-0.09,-0.5256,-0.0019,-0.3906,-0.1598,,,-0.0002,,,-0.09,0.0449,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.5077,-0.0863,0.0,,,,,,,,,,,,,,0.3847,-0.0329,-0.3334,,,,,,,,,,,,,,,,,-0.0606,,,,,,,,,,,,,,,,,,,,,,,-0.0133,,,0.2979,-0.0225,,,-0.4064,,,,,,,,,,
pair_0876_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1969,,-0.0006,-0.0014,,,-0.0594,,,-0.5688,0.2538,,0.0077,-0.0156,,,,,,,,,,,,,,,,,-0.0689,,-0.0004,,,,,,,,,,,,,,,,,,,,,,,,,-0.1139,-0.0127,-0.0039,,,,,,,,,,,,-0.0006,,-0.0377,-0.0156,-0.6673,,,,,,,,,,,,,,,-0.001,,-0.6718,,,,,,,,,,,,,,,,,,,0.0,,,0.1314,0.2754,,,0.0547,-0.1358,,,-0.0756,,,,,,,,,,
pair_0878_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1969,0.2733,-0.0244,0.0469,0.4241,,-0.0,0.3981,,,0.4057,,,,,,,,,,,,,,,-0.0013,,,,,,0.8958,,,,,,,,,,,,,,,,,-0.0171,,,-0.0,,,,,,,-0.1259,,0.0755,,,,,,,,,,,,,,0.5032,,-0.0002,,,,,,,,,,,,,,,-0.0,,0.6598,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016,-0.0014,,,-0.0,,,,,,,,,,
pair_0883_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0127,-0.0002,0.0027,0.4117,,,0.1939,,,0.6234,0.7119,,,,,,,,,,,,,,,,,,,,0.9875,,,,,,,,,,,,,,,0.001,,-0.1139,,,,,,,,,,-0.4064,-0.1182,-0.1249,,,,,,,,,,,,,,0.5512,,-0.0006,,,,,,,,,,,,,,,,,-0.0007,,,,,,,,,,,,,,,,,,,,,,0.0207,0.0285,,,0.0032,,,,,,,,,,,,,,
pair_0891_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5625,-0.0002,-0.0025,-0.0088,,,-0.0,,,-0.0077,-0.1132,-0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5155,0.4514,0.4278,,,,,,,,,,,,0.0075,,0.8435,0.9144,0.2284,,,,,,,,,,,,,,,,,0.0481,0.0,,,,,,,,,,,,,,,,,,,,,,0.0028,,,-0.0506,-0.0077,,,-0.0689,,,,,,,,,,
pair_0908_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,-0.0553,,-0.0014,-0.001,,,-0.0039,,,0.1489,-0.001,,,,,,,,,,,,,,,,,,,,-0.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.0025,-0.001,,,,,,,,,,,,0.0006,,-0.0744,-0.0003,0.4484,,,,,,,,,,,,,,,-0.002,,0.6246,,,,,,,,,,,,,,,,,,,,,,,0.3752,,,0.0284,0.3307,,,0.0042,,,,,,,,,,
pair_0932_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.1035,-0.0,-0.0244,-0.0014,,,-0.0306,,,-0.0741,0.3938,0.0019,,-0.0156,,,,,,,,,,,,,,,,,-0.2822,,-0.0032,,,,,,,,,,,,,-0.0,,,,,,,,,,,,-0.0047,-0.0004,-0.0025,,-0.0,,,,,,,,,,0.0,,0.1605,-0.0002,-0.0077,,,,,,,,,,,,,,,,,0.4567,,,,,,,,,,,,,,,,,,,0.0009,,,0.2139,0.9324,,,0.4737,,,,-0.0,,,,,,,,,,
