seq_id,seq_type,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100,R_101,R_102,R_103,R_104,R_105,R_106,R_107,R_108,R_109,R_110,R_111,R_112,R_113,R_114,R_115,R_116,R_117,R_118,R_119,R_120,R_121,R_122,R_123,R_124,R_125,R_126,R_127,R_128,R_129,R_130,R_131,R_132,R_133,R_134,R_135,R_136,R_137,R_138,R_139,R_140,R_141,R_142,R_143,R_144,R_145,R_146,R_147,R_148,R_149,R_150,R_151,R_152,R_153,R_154,R_155,R_156,R_157,R_158,R_159,R_160,R_161,R_162,R_163,R_164,R_165,R_166,R_167,R_168,R_169,R_170,R_171,R_172,R_173,R_174,R_175,R_176,R_177,R_178,R_179,R_180,R_181
seq3_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,-0.0056,,-0.0032,0.045,,,0.2434,,,0.57,0.0186,,-0.0075,0.4064,,,,,,,,,,,,,,,,,,,0.4988,0.0,0.1841,,,,-0.0804,-0.0056,0.0366,0.1915,-0.3234,0.1408,,0.3985,,,,,,,,,,,,-0.0,,,,-0.3245,,,-0.0,-0.0006,-0.3344,,-0.0014,,,-0.4821,,-0.1422,,-0.0014,,,,,,,,,,,,,,,,,-0.2898,,,,,,,,,,,,,,,,,,,-0.2691,,,-0.0863,-0.0,,-0.0025,0.2255,,,,-0.0,,,,,,,,,,
seq4_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0657,,-0.0195,-0.3164,,,,,,,,,,,,,,,,,,,-0.0006,-0.0,-0.1225,,,,-0.0898,-0.0787,-0.0891,-0.0564,-0.0032,-0.0827,,-0.001,,,,,,,,,,,,,,,,-0.0305,,,,-0.1603,0.1767,0.0247,0.2334,,,0.3876,,-0.0014,,,,,,,,,,,,,,,,,,,-0.0056,,-0.0113,,-0.0,,,-0.0127,-0.001,-0.0,-0.0285,,,,-0.0,-0.035,,-0.0,0.1322,0.309,-0.0,-0.0594,-0.1706,0.0549,,-0.0,0.0063,,,,,,,,,,,,,,
seq5_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0434,-0.0156,0.5283,0.0657,,,,,,,,,,,,,,,,,,,0.2626,0.0006,0.2955,-0.0004,,,0.2602,-0.0004,0.6962,0.1269,0.975,0.1702,,-0.1914,,,,,,,,,,,,,,-0.2377,-0.001,-0.0029,,-0.007,0.0008,0.4312,0.7689,,0.33,,,0.3108,,-0.0004,,,,,,,,,,,,,,,,,,,,,-0.0047,,,,,,,,,,,,,,,,0.0849,0.5562,,-0.0,0.1294,0.1138,,-0.0002,-0.0653,,,,,,,,,,,,,,
seq6_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.1875,-0.2256,0.3251,,,,,,,,,,,,,,,,,,,,,,-0.0006,,,,-0.0003,-0.0039,-0.044,-0.0,-0.0156,0.0119,,-0.0,,,,,,,,,,,,,,,,0.0865,,-0.0025,-0.0032,-0.0593,0.0054,-0.0968,0.3935,-0.0306,-0.0306,0.0771,,0.1427,,,,,,,,,,,,,,,,,,,0.155,,,,,,,,,,,,,,,,,,-0.2514,0.2025,,,0.8288,0.4064,,,-0.1444,,,,,,,,,,,,,,
seq7_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0156,,0.3236,0.3235,,,,,,,,,,,,,,,,,-0.2656,,-0.0661,,0.001,-0.0,-0.0,-0.0,0.0263,0.0331,-0.064,-0.0,-0.0863,,,-0.2563,,,,,,,,,,,,,,,,-0.3887,,,,,0.407,,-0.002,,,-0.4867,,-0.2286,,,,,,,,,,,,,,,,,,,0.1666,,-0.09,,,,,,,,,,,,,-0.0,,,0.0482,-0.0598,-0.0,-0.0881,0.0766,-0.0593,,-0.0006,0.36,,,,,,,,,,,,,,
pair_0052_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1422,-0.6006,-0.0164,0.0365,,,,,,,,,,,,,,,,,,,0.5299,-0.004,0.2109,,,,0.0213,-0.0039,-0.1584,-0.1188,-0.0002,0.36,,0.0977,,,,,,,,,,,,,,,,-0.1815,,,,-0.2376,0.1396,0.1882,0.1357,-0.0002,,-0.1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0239,,,,-0.2148,0.0,,,,,,,,,,,,,,,,,
pair_0091_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3117,,,-0.0664,,,,0.3128,,-0.0381,0.0127,,,-0.0756,,,,,,,,,,,,,,-0.0306,,0.3281,,0.5025,,,,0.2507,-0.045,0.0172,-0.0,-0.0047,0.1547,,-0.1666,,,,,,,,,,,,,,,,0.3626,,-0.0088,-0.0172,-0.001,-0.1188,,-0.0077,-0.0014,-0.0014,0.0995,,0.2082,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,-0.0002,0.0863,,,-0.2297,0.0516,-0.0,-0.3164,,,,,,,,,,,,,,,
pair_0246_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0066,,,-0.0004,,,-0.0032,-0.0713,-0.0689,-0.0047,-0.0045,,,,,,,,,,,,,,,,,,,0.449,0.0019,0.3342,,,,-0.0005,-0.0025,0.123,0.0266,0.2901,0.5166,,0.057,,,,,,,,,,,,,,-0.0452,-0.0025,0.1819,,,,-0.0066,0.6259,0.0886,0.3005,-0.0133,-0.0113,0.5206,,-0.04,,,,,,,,,,,,,,,,,,,,,,,0.0002,,,,,,,,,,,,,,-0.0738,0.0003,,,0.1707,,,,,,,,,,,,,,,,,,
pair_0269_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1138,,0.4082,0.0039,,,,,,,,,,,,,,,,,,,0.4472,,0.49,,,,,,0.4598,,0.0594,0.0329,,0.1056,,,,,,,,,,,,,,,,0.0842,,,,,0.2174,,0.0914,-0.6104,-0.6104,0.184,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,-0.0004,,,,0.8081,0.3887,,,,,,,,,,,,,,,,,
pair_0272_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,-0.0002,,,,0.0023,,0.5032,0.0156,,,,,,,,,,,,,,,,,,,0.0039,,0.2438,,,,0.0285,0.1914,0.591,,,0.2691,,0.0,,,,,,,,,,,,,,-0.001,,-0.3222,,,,,-0.2012,,0.2477,-0.4168,-0.3675,0.2386,,0.521,,,,,,,,,,,,,,,,,,,,,,,0.0019,,,,,,,,,,,,,,,0.2756,,,0.4988,0.7547,,,0.0066,,,,,,,,,,,,,,
pair_0276_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,-0.0008,,0.155,0.16,,,,,,,,,,,,,,,,,,,0.0123,,0.1182,,,,0.0505,0.0868,0.1758,0.0,0.039,0.1341,,0.0077,,,,,,,,,,,,,,-0.0002,,0.0207,-0.0,-0.0004,-0.0025,-0.0006,0.0855,-0.3342,-0.2082,-0.0032,-0.0004,0.0469,,0.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,0.1821,0.0329,,,,,,,,,,,,,,,,,
pair_0288_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0047,0.1314,,,,,,,,,,,,,,,,,,,0.1454,,0.6755,,,,0.4803,0.2377,0.758,0.0025,0.49,0.5512,-0.0197,0.3452,,,,,,,,,,,,,,,,0.3607,-0.0207,-0.0056,-0.0025,,0.4415,-0.0014,0.1159,-0.0025,-0.0014,0.5525,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0544,0.01,,,,0.0113,,,,,,,,,,,,,,,,,
pair_0351_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,-0.0006,,,,-0.0127,0.0156,0.0949,0.2098,,,,,,,,,,,,,,,,,,,0.2816,,0.3451,,,,0.1323,0.024,0.3708,0.0027,0.1884,0.2853,-0.0006,0.0001,,,,,,,,,,,,,,,,0.356,-0.001,-0.0,-0.0002,-0.0002,0.2281,-0.2025,-0.1006,,,0.665,,0.6796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1214,,,,0.0312,0.0188,,,,,,,,,,,,,,,,,
pair_0502_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0459,-0.1764,-0.0629,-0.0019,,,,,,,,,,,,,,,,,,,-0.0005,,0.2859,,,,0.1139,-0.1692,0.3816,,0.0002,-0.001,,,,,,,,,,,,,,,,0.0077,,0.0031,,,,,-0.0529,-0.155,-0.0278,,,0.6396,,0.4266,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,-0.0,,,0.0397,0.3334,,-0.0244,0.0178,0.1702,,-0.0019,0.0152,,,,,,,,,,,,,,
pair_0506_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,,,,,,,,,,,,,,,,,-0.001,,,,-0.0047,,,-0.0014,0.4345,,0.1453,0.3231,,,,,,,,,,,,,,,,,0.1054,,0.1142,,0.5484,,,,0.0996,-0.1704,0.041,,,0.0345,,-0.0418,,,,,,,,,,,,,,-0.0002,-0.0002,-0.1893,,,,,-0.2979,-0.0756,-0.1579,,,-0.22,-0.0113,-0.3878,,-0.0004,,,,,,,,,,,,,,,,,-0.1527,,-0.0,,-0.0021,,,,,,,,,,,,,,-0.0187,0.2895,,,0.2787,0.3188,,,0.0214,-0.0208,,,-0.0025,,,,,,,,,,
pair_0647_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,-0.0604,0.0791,,,,,,,,,,,,,,,,,0.0506,,0.0625,,0.3164,,,,-0.0258,0.0112,0.0108,,,0.6006,,0.0225,,,,,,,,,,,,,,,,0.0879,,,,-0.0066,0.1564,-0.1159,-0.1462,-0.0791,-0.0452,0.1595,,,,,,,,,,,,,,,,,,,,,,,-0.165,,-0.001,,,,,,,,,,,,,,-0.3235,-0.0503,,,-0.4988,-0.553,,,0.4062,,,,,,,,,,,,,,
pair_0777_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,,,,,,,,,,0.0002,,,,,,,,,,,,,,,,,-0.0172,,0.5908,,0.6858,-0.0,,,0.7544,0.6743,0.975,0.0003,0.1056,0.2822,0.0,0.066,,,,,,,,,,,,,,-0.0056,,0.7383,,0.0002,,,0.4469,,0.0135,,,0.7873,,0.1787,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0564,,,0.4556,0.0025,,,,,,,,,,,,,,,,,
pair_0827_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1914,,0.16,0.0264,,,,,,,,,,,,,,,,,0.4144,,0.4389,,0.0039,,,,0.0088,0.0056,0.59,,0.043,0.0004,,0.0506,,,,,,,,,,,,,,,,0.0397,,,-0.0077,-0.0113,-0.0251,,0.3908,-0.2139,-0.2025,0.4936,,,,,,,,,,,,,,,,,,,,,,,,,0.2438,,,,,,,,,,,,,,,0.0225,,,0.0506,0.0827,,,0.0,,,,,,,,,,,,,,
pair_1824_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0938,,,,0.3235,0.49,0.0,0.2957,,,,,,,,,,,,,,,,,0.0004,,0.7984,0.0938,0.5814,,,,0.0047,,0.4852,0.4803,0.5808,0.758,-0.0044,-0.0014,,,,,,,,,,,,,,,,0.5992,-0.0004,0.0006,-0.0004,-0.001,0.9011,,0.0002,,,0.2625,,0.0976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0,,,0.3867,0.0018,,,0.0506,,,,,,,,,,,,,,
pair_1939_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0088,,,-0.0014,0.0061,-0.0066,-0.0219,0.1118,,,,,,,,,,,,,,,,,-0.0096,,0.1625,,0.0657,,,,0.1269,-0.0084,0.4512,,,0.0756,,,,,,,,,,,,,,,,,,0.0115,,,,,-0.2168,-0.0375,0.1258,-0.0139,-0.0088,0.4798,,0.2644,,,,,,,,,,,,,,,,,,,-0.0002,,,,0.0032,,,,,,,,,,,,,,,0.0125,,,0.519,0.0877,-0.0004,-0.0047,-0.0225,,,,,,,,,,,,,,
pair_0822_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0141,,,-0.0002,0.568,,0.0594,0.0264,,,,,,,,,,,,,,,,,-0.0476,,0.0564,,0.0088,,,,0.0722,-0.175,0.4102,,0.0,0.2438,,,,,,,,,,,,,,,,,,-0.5531,,,,,-0.0551,-0.1806,0.0831,-0.5812,-0.6006,-0.1508,,0.5326,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-0.0009,0.21,,,0.6212,0.8556,,,0.2563,,,,,,,,,,,,,,
pair_0865_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4297,0.65,0.1434,0.2957,,,,,,,,,,,,,,,,,-0.0,,0.0221,,0.5814,,,,0.2004,-0.2277,0.3038,-0.0,0.0534,0.0244,,,,,,,,,,,,,,,,-0.0014,,0.0306,,,,-0.0,0.4556,0.0684,0.2023,,,0.0425,,0.6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2373,,,,0.1306,,,,,,,,,,,,,,,,,,
pair_0867_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0047,0.018,0.245,-0.0022,0.522,,,,,,,,,,,,,,,,,-0.0156,,-0.1031,-0.0004,0.0155,,,,-0.0077,-0.0938,-0.1405,-0.0056,-0.1914,-0.0244,,-0.0004,,,,,,,,,,,,,,,,-0.0028,,,-0.0039,-0.0066,0.1069,-0.5439,-0.1455,-0.0047,-0.0047,0.5099,,0.6428,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,-0.0002,,,0.0454,0.006,,,0.13,0.0172,,,,,,,,,,,,,,,,,
pair_1860_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.1269,0.3752,0.65,0.165,,,,,,,,,,,,,,,,,0.0088,,0.4813,,0.2438,,,,0.0225,0.2637,0.0126,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,0.2082,,,0.6187,,0.3235,,,,,,,,,,,,,,,,,,,0.0002,,-0.0004,,0.0,,,,,,,,,,,,,,,0.5663,,,0.6152,0.9323,,,0.1225,,,,,,,,,,,,,,
pair_1965_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0008,-0.0022,0.2167,0.0036,,,,,,,,,,,,,,,,,,,0.0,,0.4852,-0.0,,,0.0591,-0.0412,0.1762,-0.0,,,,,,,,,,,,,,,,,,,,0.041,,,,,0.2664,-0.1225,0.1056,-0.0,-0.0,0.613,,0.0005,,,,,,,,,,,,,,,,,,,-0.0066,,,,,,,,,,,,,,,,,-0.0032,-0.0843,0.0481,-0.0,-0.0039,-0.0586,-0.1,,-0.0,-0.0126,,,,,,,,,,,,,,
pair_0341_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0082,,0.58,-0.001,,,,,,,,,,,,,,,,,,,-0.0329,,-0.0345,,,,0.1181,-0.0624,0.1783,-0.0,-0.0329,-0.0625,-0.0004,-0.0285,,,,,,,,,,,,,,,,0.0191,,,,,0.289,-0.3407,-0.058,,,0.7602,,0.4676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2559,0.0506,,,0.8156,,,,-0.0002,,,,,,,,,,,,,,
pair_0450_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,-0.0019,,0.1406,0.1454,,,,,,,,,,,,,,,,,0.0377,,0.1702,,0.25,,,,,-0.1225,0.3633,,,0.4472,,0.1568,,,,,,,,,,,,,,0.1844,,0.1439,,,,,0.155,-0.1406,0.0996,-0.2377,-0.2316,0.1434,,-0.0014,,,,,,,,,,,,,,,,,,,-0.0791,,,,0.3117,-0.0004,,-0.0004,,,,,,,,-0.0564,,,0.1222,0.1447,,,0.2461,-0.0285,,,-0.0002,,,,,,,,,,,,,,
pair_0549_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0264,,,0.6704,,,,,,,,,,,,,,,,,,,0.2563,,0.0352,,,,0.0016,-0.007,0.2447,0.0738,0.6004,0.3486,-0.0,0.0564,,,,,,,,,,,,,,,,-0.2737,,-0.0019,-0.0178,-0.0186,0.1891,0.6919,0.1853,-0.0032,,-0.0664,,0.3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01,-0.0014,,,0.8081,-0.0,,,,,,,,,,,,,,,,,
pair_0567_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,,-0.0004,0.0977,,0.186,0.1269,,,,,,,,,,,,,,,,,-0.0272,,0.1217,,0.1139,,,,0.0329,-0.0104,0.4712,,0.0004,0.2691,,-0.0139,,,,,,,,,,,,,,,,0.1727,,,,,0.0373,-0.0172,0.1094,-0.0002,-0.0,0.5419,,0.3236,,,,,,,,,,,,,,,,,,,0.0564,,,,0.0056,,,,,,,,,,,,,,,0.0534,,,0.691,0.7439,,,0.0756,,,,,,,,,,,,,,
pair_0584_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0602,,,,,,,,,,,,,,,,,,,,,,0.136,,,,0.0816,0.0178,0.2464,,,0.0506,,,,,,,,,,,,,,,,,,0.0094,,-0.0,-0.0,-0.0032,0.3526,-0.3079,-0.0049,-0.0006,-0.001,0.159,,-0.0001,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,-0.0131,-0.0002,-0.0,-0.0349,-0.0006,,,-0.0189,-0.0127,,-0.0,0.1186,0.3555,,-0.001,0.12,-0.0006,,,,,,,,,,,,,,,,,
pair_0602_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025,,0.3379,0.2316,,,,,,,,,,,,,,,,,0.4389,,0.2957,,,,,,0.0047,0.0534,0.3525,,,0.2691,,0.0535,,,,,,,,,,,,,,,,0.218,-0.0,-0.0002,,,0.0559,,0.4905,-0.1291,-0.1097,0.5938,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,0.165,,,0.136,0.0,,,,,,,,,,,,,,,,,
pair_0684_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,0.0535,0.1454,,,,,,,,,,,,,,,,,-0.0425,,0.2083,0.0,0.691,,,,0.0881,-0.0004,0.3618,0.4863,0.1445,0.2139,0.0,0.1366,,,,,,,,,,,,,,-0.001,,0.2957,,0.0,-0.1225,-0.3906,-0.1645,,-0.0003,,,0.2375,,0.7637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,,,0.832,0.5393,,,-0.0,-0.0,,,,,,,,,,,,,
pair_0736_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,0.0225,,,0.0021,0.0722,,0.136,0.4556,,,,,,,,,,,,,,,,,-0.0,,0.2025,,0.0863,,,,0.2025,0.1544,0.7278,,,0.0047,,,,,,,,,,,,,,,,-0.0,,0.0056,,,,,0.0,-0.0002,0.0905,-0.0006,-0.0006,0.8376,,0.8498,,-0.0004,,,,,,,,,,,,,,,,,0.5119,,,,-0.0,,,,,,,,,,,,,,-0.0002,0.0689,,,0.8609,0.1097,,,0.0363,,,,,,,,,,,,,,
pair_0748_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,,,-0.0225,0.3281,,0.186,0.2316,,,,,,,,,,,,,,,,,0.0025,,0.2311,,0.0275,,,,0.0386,0.0584,-0.0411,,-0.01,-0.0579,-0.012,0.2219,,,,,,,,,,,,,,0.0261,,0.2515,-0.0225,-0.04,-0.0127,-0.0002,-0.0056,,-0.0734,,,0.6708,,0.0056,,-0.0006,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,-0.0019,0.1143,,,0.1838,0.7656,,,0.6338,,,,,,,,,,,,,,
pair_0765_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,-0.0002,,,,-0.0014,,,-0.0025,0.2136,,0.2607,0.3306,,,,,,,,,,,,,,,,,0.0003,,0.5166,,-0.0019,,,,-0.0004,-0.0019,,-0.065,0.5731,0.65,,0.1914,,,,,,,,,,,,,,,,0.0032,,,,,0.775,,-0.0002,,,0.5457,,1.0,,,,,,,,,,,,,,,,,,,0.0066,,,,,,,,,,,,,,,,,,-0.0014,0.0231,,,0.3308,0.8556,,,0.4144,-0.0,,,-0.0,,,,,,,,,,
pair_0776_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0375,,,-0.0047,0.4632,-0.0,0.2053,-0.0366,,,,,,,,,,,,,,,,,-0.1139,,0.0097,,0.0056,,,,0.0863,0.0808,0.5162,-0.0,-0.001,,,-0.0032,,,,,,,,,,,,,,,,-0.1159,,-0.0,,,-0.0697,-0.0,0.4691,-0.2255,-0.2469,0.46,,0.2412,,,,,,,,,,,,,,,,,,,,,,,0.5347,,,,,,,,,,,,,,0.0,0.0827,,,0.4641,0.0791,,,0.0022,,,,,,,,,,,,,,
pair_0782_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0113,,,,0.1258,,0.1314,-0.1952,,,,,,,,,,,,,,,,,-0.3306,,-0.5719,,0.1414,,,,0.0071,-0.0661,0.1624,,-0.0,0.0161,-0.0,-0.1056,,,,,,,,,,,,,,,,-0.2291,,,,-0.0491,-0.2041,-0.0552,-0.1754,,,-0.5442,,0.4744,,,,,,,,,,,,,,,,,,,,,,,-0.0172,-0.0002,,-0.0207,,,,,,,,,,,-0.01,-0.1941,,,0.7023,0.3824,,,0.0113,,,,,,,,,,,,,,
pair_0811_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0141,,,-0.0245,,,-0.0002,0.0025,,0.0219,0.1314,,,,,,,,,,,,,,,,,,,0.2702,,0.6006,,,,0.3752,0.2148,0.665,0.0009,0.4517,0.3452,0.0002,0.2222,,,,,,,,,,,,,,,,0.4641,,0.04,-0.0068,-0.0223,0.3106,-0.0025,-0.0025,,,0.25,,0.5385,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,-0.0355,0.0215,,,0.2497,0.6702,,,-0.0001,,,,,,,,,,,,,,
pair_0868_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2957,0.591,0.3094,0.155,,,,,,,,,,,,,,,,,,,0.165,,0.3235,,,,0.3452,0.0479,0.3985,,0.0625,0.0127,,0.0625,,,,,,,,,,,,,,,,,,,,,0.9264,,,,,,,0.2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9385,0.186,,,0.2756,0.0025,,,,,,,,,,,,,,,,,
pair_0876_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,,,-0.0077,,,,0.0193,,0.3164,0.0609,,,,,,,,,,,,,,,,,-0.0207,,0.0091,,0.1269,,,,0.0791,0.1312,0.2787,,0.0,0.1383,,-0.0019,,,,,,,,,,,,,,,,-0.0675,,-0.0004,-0.0002,,0.2852,-0.0019,0.1914,-0.225,-0.1575,0.2234,,0.0444,,,,,,,,,,,,,,,,,,,,,,,-0.0008,,,-0.0,,,,,,,,,,,0.0012,0.2,,,0.3164,0.0088,,,,,,,,,,,,,,,,,
pair_0878_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006,,-0.0006,-0.0004,,,0.049,,,0.0003,0.0479,,0.2285,0.1625,,,,,,,,,,,,,,,,,-0.1256,-0.0002,-0.3834,,-0.0047,,,,-0.0005,-0.0295,-0.3,-0.613,-0.25,-0.5032,-0.1269,-0.6412,,,,,,,,,,,,,,-0.0512,,0.3324,,-0.0004,,,-0.0708,,-0.0355,,,0.4043,,0.0206,,,,,,,,,,,,,,,,,,,0.0309,,,,,,,,,,,,,,,,,,-0.065,0.1836,,,0.2379,0.7012,,,0.5955,-0.0019,,,,,,,,,,,,,
