residue,R,leg,water_O_idx,acceptor_atom,mean_dist_A,std_dist_A,strong,stable,mechanistic
THR124,-0.7733,water_H → LCA,7505,O,3.329,0.0,False,True,False
THR124,-0.7733,water_H → protein,17321,N,3.329,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9032,O,3.33,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14852,O,3.33,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21947,O,3.33,0.0,False,True,False
THR124,-0.7733,water_H → protein,27770,OG1,3.33,0.0,False,True,False
THR124,-0.7733,water_H → protein,3959,OG1,3.333,0.0,False,True,False
THR124,-0.7733,water_H → protein,4481,OG1,3.333,0.0,False,True,False
THR124,-0.7733,water_H → protein,19148,N,3.333,0.0,False,True,False
THR124,-0.7733,water_H → protein,24464,OG1,3.333,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12245,O,3.334,0.3675,False,True,False
THR124,-0.7733,water_H → LCA,11723,O,3.335,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9296,O,3.337,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11495,O,3.337,0.0,False,True,False
THR124,-0.7733,water_H → protein,12953,OG1,3.337,0.0,False,True,False
THR124,-0.7733,water_H → protein,15698,OG1,3.337,0.3369,False,True,False
THR124,-0.7733,water_H → LCA,5390,O,3.34,0.0,False,True,False
THR124,-0.7733,water_H → protein,6281,OG1,3.34,0.0,False,True,False
THR124,-0.7733,water_H → protein,10193,OG1,3.34,0.3187,False,True,False
THR124,-0.7733,water_H → LCA,18761,O,3.34,0.0,False,True,False
THR124,-0.7733,water_H → protein,5477,OG1,3.341,0.0,False,True,False
THR124,-0.7733,water_H → LCA,17804,O,3.341,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19124,O,3.341,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20594,O,3.341,0.0,False,True,False
THR124,-0.7733,water_H → protein,27884,OG1,3.341,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12686,O,3.342,0.0,False,True,False
THR124,-0.7733,water_H → protein,12251,OG1,3.344,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27929,O,3.345,0.0,False,True,False
THR124,-0.7733,water_H → protein,10040,OG1,3.346,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26357,O,3.348,0.0,False,True,False
THR124,-0.7733,water_H → protein,14258,OG1,3.35,0.0,False,True,False
THR124,-0.7733,water_H → LCA,17462,O,3.35,0.0,False,True,False
THR124,-0.7733,water_H → protein,9296,N,3.352,0.0,False,True,False
THR124,-0.7733,water_H → protein,15158,OG1,3.352,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4775,O,3.356,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9845,O,3.357,0.0,False,True,False
THR124,-0.7733,water_H → protein,17057,OG1,3.357,0.0,False,True,False
THR124,-0.7733,water_H → protein,7100,N,3.358,0.0,False,True,False
THR124,-0.7733,water_H → protein,10730,OG1,3.358,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28658,O,3.358,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3434,O,3.361,0.0,False,True,False
THR124,-0.7733,water_H → protein,4052,N,3.361,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11810,O,3.363,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19367,O,3.364,0.0,False,True,False
THR124,-0.7733,water_H → protein,27683,OG1,3.366,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27839,O,3.366,0.0,False,True,False
THR124,-0.7733,water_H → protein,28808,OG1,3.366,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20840,O,3.367,0.0,False,True,False
THR124,-0.7733,water_H → protein,5288,N,3.368,0.0,False,True,False
THR124,-0.7733,water_H → protein,18863,OG1,3.368,0.2153,False,True,False
THR124,-0.7733,water_H → LCA,23435,O,3.368,0.0,False,True,False
THR124,-0.7733,water_H → protein,11093,OG1,3.369,0.0,False,True,False
THR124,-0.7733,water_H → protein,25220,OG1,3.37,0.0,False,True,False
THR124,-0.7733,water_H → protein,10040,OG1,3.371,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18701,O,3.371,0.0,False,True,False
THR124,-0.7733,water_H → protein,23240,OG1,3.372,0.0,False,True,False
THR124,-0.7733,water_H → protein,26996,OG1,3.373,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21977,O,3.374,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26228,O,3.374,0.0,False,True,False
THR124,-0.7733,water_H → protein,16898,OG1,3.375,0.0,False,True,False
THR124,-0.7733,water_H → LCA,17057,O,3.375,0.0,False,True,False
THR124,-0.7733,water_H → protein,10442,OG1,3.377,0.0,False,True,False
THR124,-0.7733,water_H → LCA,23435,O,3.377,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18893,O,3.379,0.0,False,True,False
THR124,-0.7733,water_H → LCA,23759,O,3.381,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4157,O,3.382,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7100,O,3.382,0.0,False,True,False
THR124,-0.7733,water_H → protein,8948,OG1,3.385,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9383,O,3.386,0.0,False,True,False
THR124,-0.7733,water_H → protein,13397,OG1,3.386,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12278,O,3.388,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20783,O,3.388,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7820,O,3.389,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4304,O,3.394,0.0,False,True,False
THR124,-0.7733,water_H → protein,9125,N,3.394,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19082,O,3.394,0.0,False,True,False
THR124,-0.7733,water_H → protein,19931,OG1,3.394,0.2831,False,True,False
THR124,-0.7733,water_H → protein,17426,OG1,3.395,0.0,False,True,False
THR124,-0.7733,water_H → protein,20264,OG1,3.395,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26807,O,3.396,0.0,False,True,False
THR124,-0.7733,water_H → protein,9362,OG1,3.397,0.0,False,True,False
THR124,-0.7733,water_H → protein,18893,OG1,3.399,0.0,False,True,False
THR124,-0.7733,water_H → protein,9167,OG1,3.4,0.0,False,True,False
THR124,-0.7733,water_H → protein,25142,OG1,3.401,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9125,O,3.403,0.0,False,True,False
THR124,-0.7733,water_H → protein,27683,OG1,3.403,0.0,False,True,False
THR124,-0.7733,water_H → protein,12953,N,3.406,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13178,O,3.406,0.0,False,True,False
THR124,-0.7733,water_H → protein,26357,OG1,3.406,0.0,False,True,False
THR124,-0.7733,water_H → protein,4304,OG1,3.407,0.0,False,True,False
THR124,-0.7733,water_H → protein,14591,OG1,3.407,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24065,O,3.407,0.0,False,True,False
THR124,-0.7733,water_H → protein,16082,OG1,3.408,0.0,False,True,False
THR124,-0.7733,water_H → protein,25217,OG1,3.408,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19301,O,3.409,0.3035,False,True,False
THR124,-0.7733,water_H → protein,9890,OG1,3.412,0.3307,False,True,False
THR124,-0.7733,water_H → LCA,8648,O,3.414,0.2157,False,True,False
THR124,-0.7733,water_H → LCA,12209,O,3.414,0.0,False,True,False
THR124,-0.7733,water_H → protein,14795,N,3.414,0.0,False,True,False
THR124,-0.7733,water_H → protein,19157,OG1,3.414,0.1921,False,True,False
THR124,-0.7733,water_H → LCA,8471,O,3.415,0.0,False,True,False
THR124,-0.7733,water_H → protein,18875,OG1,3.416,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18848,O,3.417,0.0,False,True,False
THR124,-0.7733,water_H → protein,21848,N,3.419,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16277,O,3.42,0.0,False,True,False
THR124,-0.7733,water_H → protein,13643,OG1,3.421,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8240,O,3.423,0.0,False,True,False
THR124,-0.7733,water_H → protein,22595,OG1,3.424,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25571,O,3.424,0.0,False,True,False
THR124,-0.7733,water_H → protein,17882,OG1,3.425,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8939,O,3.426,0.0,False,True,False
THR124,-0.7733,water_H → protein,11555,OG1,3.426,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16043,O,3.426,0.0,False,True,False
THR124,-0.7733,water_H → protein,17045,OG1,3.426,0.0,False,True,False
THR124,-0.7733,water_H → protein,7334,N,3.427,0.0,False,True,False
THR124,-0.7733,water_H → protein,8651,OG1,3.428,0.426,False,True,False
THR124,-0.7733,water_H → protein,19226,OG1,3.429,0.3404,False,True,False
THR124,-0.7733,water_H → protein,16949,N,3.43,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27506,O,3.43,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4502,O,3.431,0.2361,False,True,False
THR124,-0.7733,water_H → LCA,19721,O,3.431,0.0,False,True,False
THR124,-0.7733,water_H → protein,22934,OG1,3.431,0.277,False,True,False
THR124,-0.7733,water_H → LCA,3143,O,3.434,0.3536,False,True,False
THR124,-0.7733,water_H → protein,8189,OG1,3.434,0.2971,False,True,False
THR124,-0.7733,water_H → LCA,19820,O,3.434,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16355,O,3.435,0.0,False,True,False
THR124,-0.7733,water_H → protein,19226,OG1,3.435,0.3728,False,True,False
THR124,-0.7733,water_H → protein,5123,OG1,3.438,0.4282,False,True,False
THR124,-0.7733,water_H → protein,20726,OG1,3.439,0.3998,False,True,False
THR124,-0.7733,water_H → protein,4595,OG1,3.44,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16718,O,3.44,0.0,False,True,False
THR124,-0.7733,water_H → protein,8663,OG1,3.441,0.0,False,True,False
THR124,-0.7733,water_H → protein,4481,OG1,3.442,0.0,False,True,False
THR124,-0.7733,water_H → protein,12803,N,3.442,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4481,O,3.443,0.0,False,True,False
THR124,-0.7733,water_H → protein,8663,OG1,3.443,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16355,O,3.443,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28808,O,3.443,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18314,O,3.445,0.0,False,True,False
THR124,-0.7733,water_H → protein,12953,N,3.446,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16316,O,3.446,0.0,False,True,False
THR124,-0.7733,water_H → protein,3434,OG1,3.447,0.0,False,True,False
THR124,-0.7733,water_H → protein,13688,OG1,3.447,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28685,O,3.447,0.0,False,True,False
THR124,-0.7733,water_H → protein,29309,OG1,3.45,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19367,O,3.451,0.0,False,True,False
THR124,-0.7733,water_H → protein,16043,N,3.452,0.0,False,True,False
THR124,-0.7733,water_H → protein,24752,N,3.452,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18629,O,3.454,0.0,False,True,False
THR124,-0.7733,water_H → protein,20630,OG1,3.454,0.239,False,True,False
THR124,-0.7733,water_H → LCA,26282,O,3.454,0.0,False,True,False
THR124,-0.7733,water_H → protein,17057,OG1,3.456,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20264,O,3.456,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13832,O,3.457,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20594,O,3.457,0.0,False,True,False
THR124,-0.7733,water_H → LCA,5123,O,3.458,0.4412,False,True,False
THR124,-0.7733,water_H → LCA,6842,O,3.459,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21779,O,3.461,0.0,False,True,False
THR124,-0.7733,water_H → protein,25205,OG1,3.461,0.418,False,True,False
THR124,-0.7733,water_H → protein,21329,OG1,3.463,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9563,O,3.464,0.3267,False,True,False
THR124,-0.7733,water_H → LCA,9857,O,3.464,0.0,False,True,False
THR124,-0.7733,water_H → protein,17462,OG1,3.464,0.0,False,True,False
THR124,-0.7733,water_H → protein,19157,OG1,3.467,0.1687,False,True,False
THR124,-0.7733,water_H → protein,11333,OG1,3.468,0.4458,False,True,False
THR124,-0.7733,water_H → protein,26546,OG1,3.469,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3338,O,3.47,0.1474,False,True,False
THR124,-0.7733,water_H → LCA,6281,O,3.471,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4775,O,3.473,0.0,False,True,False
THR124,-0.7733,water_H → LCA,6059,O,3.473,0.0,False,True,False
THR124,-0.7733,water_H → protein,28802,O,3.475,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27359,O,3.476,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16898,O,3.478,0.0,False,True,False
THR124,-0.7733,water_H → protein,19082,OG1,3.478,0.0,False,True,False
THR124,-0.7733,water_H → protein,16277,N,3.48,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3026,O,3.481,0.0,False,True,False
THR124,-0.7733,water_H → protein,26384,OG1,3.481,0.0,False,True,False
THR124,-0.7733,water_H → protein,27839,N,3.481,0.0,False,True,False
THR124,-0.7733,water_H → protein,29384,OG1,3.481,0.0,False,True,False
THR124,-0.7733,water_H → protein,8189,OG1,3.484,0.3156,False,True,False
THR124,-0.7733,water_H → LCA,18461,O,3.485,0.0,False,True,False
THR124,-0.7733,water_H → protein,22157,OG1,3.485,0.295,False,True,False
THR124,-0.7733,water_H → LCA,26120,O,3.486,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28658,O,3.486,0.0,False,True,False
THR124,-0.7733,water_H → protein,22934,OG1,3.488,0.3337,False,True,False
THR124,-0.7733,water_H → protein,28019,OG1,3.489,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8426,O,3.49,0.0,False,True,False
THR124,-0.7733,water_H → protein,9524,N,3.491,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11651,O,3.492,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18482,O,3.492,0.0,False,True,False
THR124,-0.7733,water_H → protein,10835,N,3.493,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14903,O,3.493,0.0,False,True,False
THR124,-0.7733,water_H → protein,6710,N,3.494,0.0,False,True,False
THR124,-0.7733,water_H → protein,7799,OG1,3.494,0.0,False,True,False
THR124,-0.7733,water_H → protein,10727,N,3.494,0.0,False,True,False
THR124,-0.7733,water_H → protein,16820,OG1,3.495,0.0,False,True,False
THR124,-0.7733,water_H → protein,25112,OG1,3.495,0.0,False,True,False
THR124,-0.7733,water_H → protein,26120,OG1,3.495,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8039,O,3.498,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28493,O,3.499,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27683,O,3.502,0.0,False,True,False
THR124,-0.7733,water_H → protein,10727,O,3.503,0.0,False,True,False
THR124,-0.7733,water_H → protein,3284,OG1,3.504,0.2677,False,True,False
THR124,-0.7733,water_H → protein,3434,OG1,3.504,0.0,False,True,False
THR124,-0.7733,water_H → protein,15698,OG1,3.504,0.4266,False,True,False
THR124,-0.7733,water_H → LCA,15641,O,3.505,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13373,O,3.506,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16898,O,3.506,0.0,False,True,False
THR124,-0.7733,water_H → protein,26063,OG1,3.506,0.3891,False,True,False
THR124,-0.7733,water_H → LCA,10163,O,3.507,0.0,False,True,False
THR124,-0.7733,water_H → protein,15965,OG1,3.509,0.2194,False,True,False
THR124,-0.7733,water_H → LCA,19367,O,3.511,0.0,False,True,False
THR124,-0.7733,water_H → protein,23105,OG1,3.512,0.4174,False,True,False
THR124,-0.7733,water_H → LCA,17321,O,3.513,0.0,False,True,False
THR124,-0.7733,water_H → LCA,6638,O,3.515,0.3934,False,True,False
THR124,-0.7733,water_H → protein,10415,OG1,3.515,0.0,False,True,False
THR124,-0.7733,water_H → protein,5390,OG1,3.517,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11261,O,3.517,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22736,O,3.517,0.0,False,True,False
THR124,-0.7733,water_H → protein,24335,OG1,3.517,0.0,False,True,False
THR124,-0.7733,water_H → protein,9563,OG1,3.518,0.1066,False,True,False
THR124,-0.7733,water_H → protein,25418,OG1,3.519,0.0,False,True,False
THR124,-0.7733,water_H → protein,4157,N,3.52,0.0,False,True,False
THR124,-0.7733,water_H → protein,11366,OG1,3.52,0.2191,False,True,False
THR124,-0.7733,water_H → protein,27998,OG1,3.52,0.0552,False,True,False
THR124,-0.7733,water_H → LCA,27506,O,3.521,0.0,False,True,False
THR124,-0.7733,water_H → protein,25097,OG1,3.522,0.0,False,True,False
THR124,-0.7733,water_H → protein,14927,OG1,3.523,0.3808,False,True,False
THR124,-0.7733,water_H → protein,11900,OG1,3.524,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16595,O,3.525,0.0,False,True,False
THR124,-0.7733,water_H → protein,3521,OG1,3.526,0.0,False,True,False
THR124,-0.7733,water_H → protein,19412,N,3.526,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28061,O,3.527,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8285,O,3.53,0.0,False,True,False
THR124,-0.7733,water_H → protein,8936,OG1,3.53,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4157,O,3.531,0.0,False,True,False
THR124,-0.7733,water_H → protein,16043,N,3.532,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7553,O,3.534,0.0,False,True,False
THR124,-0.7733,water_H → protein,8111,N,3.534,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24329,O,3.535,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25004,O,3.535,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28358,O,3.536,0.0,False,True,False
THR124,-0.7733,water_H → protein,12209,OG1,3.537,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3434,O,3.538,0.0,False,True,False
THR124,-0.7733,water_H → protein,20144,OG1,3.539,0.0,False,True,False
THR124,-0.7733,water_H → protein,13643,N,3.541,0.0,False,True,False
THR124,-0.7733,water_H → protein,15224,OG1,3.541,0.3697,False,True,False
THR124,-0.7733,water_H → protein,25157,N,3.541,0.0,False,True,False
THR124,-0.7733,water_H → protein,8309,OG1,3.542,0.3577,False,True,False
THR124,-0.7733,water_H → protein,10193,OG1,3.542,0.3741,False,True,False
THR124,-0.7733,water_H → protein,28685,OG1,3.545,0.0,False,True,False
THR124,-0.7733,water_H → protein,28802,OG1,3.546,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9890,O,3.547,0.4026,False,True,False
THR124,-0.7733,water_H → LCA,11333,O,3.547,0.3462,False,True,False
THR124,-0.7733,water_H → LCA,12935,O,3.547,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19718,O,3.547,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25220,O,3.548,0.0,False,True,False
THR124,-0.7733,water_H → protein,26990,OG1,3.549,0.0,False,True,False
THR124,-0.7733,water_H → protein,9362,N,3.552,0.0,False,True,False
THR124,-0.7733,water_H → protein,12209,OG1,3.553,0.0,False,True,False
THR124,-0.7733,water_H → protein,12278,OG1,3.553,0.0,False,True,False
THR124,-0.7733,water_H → protein,18626,OG1,3.553,0.3932,False,True,False
THR124,-0.7733,water_H → protein,21617,OG1,3.554,0.0,False,True,False
THR124,-0.7733,water_H → protein,21770,OG1,3.554,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13619,O,3.556,0.0,False,True,False
THR124,-0.7733,water_H → protein,26357,N,3.556,0.0,False,True,False
THR124,-0.7733,water_H → protein,4298,OG1,3.557,0.2583,False,True,False
THR124,-0.7733,water_H → protein,10799,N,3.558,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13964,O,3.559,0.421,False,True,False
THR124,-0.7733,water_H → protein,4694,OG1,3.56,0.417,False,True,False
THR124,-0.7733,water_H → LCA,10193,O,3.56,0.3948,False,True,False
THR124,-0.7733,water_H → LCA,21947,O,3.56,0.0,False,True,False
THR124,-0.7733,water_H → protein,25571,OG1,3.56,0.0,False,True,False
THR124,-0.7733,water_H → LCA,6815,O,3.561,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7202,O,3.561,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3959,O,3.562,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13688,O,3.562,0.0,False,True,False
THR124,-0.7733,water_H → protein,18035,OG1,3.565,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21701,O,3.565,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16883,O,3.566,0.0,False,True,False
THR124,-0.7733,water_H → protein,20147,OG1,3.566,0.0,False,True,False
THR124,-0.7733,water_H → protein,17804,OG1,3.567,0.0,False,True,False
THR124,-0.7733,water_H → protein,18482,OG1,3.567,0.0,False,True,False
THR124,-0.7733,water_H → protein,18626,OG1,3.568,0.4302,False,True,False
THR124,-0.7733,water_H → LCA,19931,O,3.568,0.3456,False,True,False
THR124,-0.7733,water_H → LCA,14111,O,3.569,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16820,O,3.569,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22082,O,3.569,0.0,False,True,False
THR124,-0.7733,water_H → protein,26432,OG1,3.569,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27683,O,3.569,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8471,O,3.571,0.0,False,True,False
THR124,-0.7733,water_H → protein,19820,OG1,3.573,0.0,False,True,False
THR124,-0.7733,water_H → protein,19772,N,3.574,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21617,O,3.574,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7592,O,3.575,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25571,O,3.576,0.0,False,True,False
THR124,-0.7733,water_H → protein,19193,OG1,3.578,0.0,False,True,False
THR124,-0.7733,water_H → protein,11825,OG1,3.579,0.4311,False,True,False
THR124,-0.7733,water_H → protein,26120,OG1,3.58,0.0,False,True,False
THR124,-0.7733,water_H → protein,4595,N,3.583,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19175,O,3.583,0.358,False,True,False
THR124,-0.7733,water_H → protein,7790,OG1,3.586,0.0,False,True,False
THR124,-0.7733,water_H → LCA,6059,O,3.587,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28475,O,3.588,0.0,False,True,False
THR124,-0.7733,water_H → protein,12803,OG1,3.592,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9032,O,3.593,0.0,False,True,False
THR124,-0.7733,water_H → LCA,17702,O,3.593,0.0,False,True,False
THR124,-0.7733,water_H → protein,18443,OG1,3.594,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22055,O,3.594,0.0,False,True,False
THR124,-0.7733,water_H → LCA,5288,O,3.595,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8261,O,3.595,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14852,O,3.596,0.0,False,True,False
THR124,-0.7733,water_H → protein,16358,OG1,3.596,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18482,O,3.596,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24065,O,3.596,0.0,False,True,False
THR124,-0.7733,water_H → protein,11366,OG1,3.597,0.4174,False,True,False
THR124,-0.7733,water_H → LCA,22595,O,3.597,0.0,False,True,False
THR124,-0.7733,water_H → protein,6503,OG1,3.598,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8936,O,3.598,0.0,False,True,False
THR124,-0.7733,water_H → protein,9032,OG1,3.599,0.0,False,True,False
THR124,-0.7733,water_H → protein,16595,OG1,3.6,0.0,False,True,False
THR124,-0.7733,water_H → protein,9032,N,3.603,0.0,False,True,False
THR124,-0.7733,water_H → protein,18062,OG1,3.603,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18863,O,3.603,0.2989,False,True,False
THR124,-0.7733,water_H → protein,10883,N,3.606,0.0,False,True,False
THR124,-0.7733,water_H → protein,24824,OG1,3.606,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14915,O,3.607,0.395,False,True,False
THR124,-0.7733,water_H → protein,3899,OG1,3.608,0.0,False,True,False
THR124,-0.7733,water_H → protein,6440,OG1,3.608,0.0,False,True,False
THR124,-0.7733,water_H → protein,19175,OG1,3.609,0.4218,False,True,False
THR124,-0.7733,water_H → LCA,6503,O,3.61,0.0,False,True,False
THR124,-0.7733,water_H → protein,16607,OG1,3.61,0.4452,False,True,False
THR124,-0.7733,water_H → protein,11495,N,3.611,0.0,False,True,False
THR124,-0.7733,water_H → protein,26282,OG1,3.611,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3941,O,3.612,0.062,False,True,False
THR124,-0.7733,water_H → LCA,27770,O,3.612,0.0,False,True,False
THR124,-0.7733,water_H → protein,25112,OG1,3.613,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26120,O,3.614,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10442,O,3.616,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16316,O,3.617,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26585,O,3.617,0.3367,False,True,False
THR124,-0.7733,water_H → protein,5642,OG1,3.618,0.0,False,True,False
THR124,-0.7733,water_H → LCA,15698,O,3.618,0.4062,False,True,False
THR124,-0.7733,water_H → LCA,10799,O,3.62,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19301,O,3.62,0.3697,False,True,False
THR124,-0.7733,water_H → LCA,26990,O,3.622,0.0,False,True,False
THR124,-0.7733,water_H → LCA,5087,O,3.623,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11261,O,3.626,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22595,O,3.627,0.0,False,True,False
THR124,-0.7733,water_H → protein,5720,OG1,3.628,0.3729,False,True,False
THR124,-0.7733,water_H → LCA,26714,O,3.629,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4700,O,3.63,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14852,O,3.63,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3287,O,3.631,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3899,O,3.631,0.0,False,True,False
THR124,-0.7733,water_H → protein,20789,N,3.631,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27884,O,3.631,0.0,False,True,False
THR124,-0.7733,water_H → protein,26063,OG1,3.632,0.4137,False,True,False
THR124,-0.7733,water_H → protein,27884,N,3.632,0.0,False,True,False
THR124,-0.7733,water_H → protein,19439,N,3.633,0.0,False,True,False
THR124,-0.7733,water_H → protein,10175,OG1,3.634,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14591,O,3.634,0.0,False,True,False
THR124,-0.7733,water_H → protein,19601,OG1,3.634,0.3353,False,True,False
THR124,-0.7733,water_H → LCA,26996,O,3.634,0.0,False,True,False
THR124,-0.7733,water_H → protein,12251,OG1,3.635,0.0,False,True,False
THR124,-0.7733,water_H → protein,21395,N,3.635,0.0,False,True,False
THR124,-0.7733,water_H → LCA,29312,O,3.636,0.0,False,True,False
THR124,-0.7733,water_H → protein,3413,OG1,3.637,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13178,O,3.638,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9383,O,3.64,0.0,False,True,False
THR124,-0.7733,water_H → protein,13685,OG1,3.642,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19931,O,3.643,0.3531,False,True,False
